RT title,imdb_title,year,length,budget,rating,votes,rlow,rmed,rhigh,mpaa_kid,mpaa_adult,Action,Animation,Comedy,Drama,Documentary,Romance,Short,cast1,cast2,cast3
Marvel's The Avengers,Avengers The,1998,89,60000000,3.4,11499,53.5,38.0,13.5,1,0,1,0,0,0,0,0,0,Robert Downey Jr.,Chris Evans,Mark Ruffalo
An Awfully Big Adventure,Awfully Big Adventure An,1995,112,4000000,5.8,608,13.5,48.0,33.5,1,0,0,0,0,1,0,0,0,Alan Rickman,Hugh Grant,Georgina Cates
Babe,Babe,1995,89,30000000,7.4,16988,13.5,38.0,53.5,1,0,0,0,1,1,0,0,0,James Cromwell,Magda Szubanski,Christine Cavanaugh
Babe: Pig in the City,Babe Pig in the City,1998,97,80000000,6.5,3827,13.5,38.0,43.5,1,0,0,0,1,0,0,0,0,Magda Szubanski,James Cromwell,Mary Stein
Babel,Babel,1999,95,20000000,4.5,53,33.5,38.0,19.0,1,0,0,0,0,0,0,0,0,Brad Pitt,Cate Blanchett,Gael Garcia Bernal
Baby Blue Marine,Baby Blue,2001,119,2500000,6.4,98,13.5,58.0,23.5,1,0,0,0,0,0,0,0,0,Jan-Michael Vincent,Glynnis O'Connor,Katherine Helmond
Baby Boy,Baby Boy,2001,130,16000000,6.2,1476,13.5,48.0,23.5,1,0,0,0,0,1,0,1,0,Tyrese Gibson,Omar Gooding,A.J. Johnson
Baby Geniuses,Baby Geniuses,1999,97,13000000,2.4,3142,64.5,18.0,13.5,1,0,0,0,1,0,0,0,0,Kathleen Turner,Christopher Lloyd,Kim Cattrall
Baby It's You,Baby Its You,1983,105,3000000,6.3,435,13.5,58.0,33.5,1,0,0,0,1,1,0,1,0,Rosanna Arquette,Vincent Spano,Joanna Merlin
Baby's Day Out,Babys Day Out,1994,99,50000000,4.4,1856,23.5,58.0,13.5,1,0,0,0,1,0,0,0,0,Joe Mantegna,Lara Flynn Boyle,Joe Pantoliano
The Bachelor,Bachelor The,1999,101,21000000,5,4183,13.5,68.0,13.5,1,0,0,0,1,0,0,1,0,Chris O'Donnell,Renee Zellweger,Hal Holbrook
Back to the Future,Back to the Future,1985,111,19000000,8.1,68647,13.5,28.0,63.5,1,0,1,0,1,0,0,0,0,Michael J. Fox,Christopher Lloyd,Crispin Glover
Back to the Future Part II,Back to the Future Part II,1989,108,40000000,7,28547,13.5,48.0,53.5,1,0,0,0,1,0,0,0,0,Michael J. Fox,Christopher Lloyd,Lea Thompson
Back to the Future Part III,Back to the Future Part III,1990,118,40000000,6.7,24682,13.5,48.0,23.5,1,0,0,0,1,0,0,0,0,Michael J. Fox,Christopher Lloyd,Mary Steenburgen
Bad Boys,Bad Boys,1995,118,23000000,6.4,15326,13.5,48.0,23.5,1,0,1,0,1,0,0,0,0,Martin Lawrence,Will Smith,Tea Leoni
Bad Boys II,Bad Boys II,2003,145,130000000,6.1,13087,13.5,48.0,33.5,1,0,1,0,1,0,0,0,0,Martin Lawrence,Will Smith,Jordi Molla
Bad Company,Bad Company,2002,116,70000000,5.4,6175,13.5,58.0,13.5,1,0,1,0,1,0,0,0,0,Anthony Hopkins,Chris Rock,Matthew Marsh
Bad Dreams,Bad Dreams,1988,84,4000000,4.2,309,23.5,48.0,13.5,1,0,0,0,0,0,0,0,0,Jennifer Rubin,Bruce Abbott,Richard Lynch
Bad Moon,Bad Moon,1996,80,7000000,4.4,519,23.5,58.0,23.5,1,0,1,0,0,0,0,0,0,Mariel Hemingway,Michael Pare,Mason Gamble
Bad Santa,Bad Santa,2003,98,18000000,7.2,11189,13.5,48.0,53.5,1,0,0,0,1,0,0,0,0,Billy Bob Thornton,Tony Cox,Brett Kelly (II)
The Red Badge of Courage,Badge The,2002,103,6000000,6.3,740,13.5,68.0,23.5,1,0,1,0,0,1,0,0,0,Audie Murphy,Bill Mauldin,John Dierkes
Bait,Bait,2000,119,35000000,5.6,1884,13.5,68.0,13.5,1,0,1,0,1,0,0,0,0,Jamie Foxx,David Morse,Doug Hutchison
The Ballad of Jack and Rose,Ballad of Jack and Rose The,2005,112,1500000,6.2,269,13.5,28.0,53.5,1,0,0,0,0,1,0,0,0,Daniel Day-Lewis,Camilla Belle,Catherine Keener
Ballistic: Ecks vs. Sever,Ballistic Ecks vs Sever,2002,91,70000000,3.4,4556,53.5,38.0,13.5,1,0,1,0,0,0,0,0,0,Antonio Banderas,Lucy Liu,Gregg Henry
Bamboozled,Bamboozled,2000,135,10000000,6.3,2356,13.5,38.0,43.5,1,0,0,0,1,1,0,0,0,Damon Wayans,Savion Glover,Jada Pinkett Smith
Band of the Hand,Band of the Hand,1986,109,8700000,4.9,378,13.5,58.0,23.5,1,0,1,0,0,1,0,0,0,Stephen Lang,Michael Carmine,Lauren Holly
Bandits,Bandits,2001,123,80000000,6.7,12382,13.5,48.0,33.5,1,0,0,0,1,1,0,1,0,Bruce Willis,Billy Bob Thornton,Cate Blanchett
The Banger Sisters,Banger Sisters The,2002,98,10000000,5.6,3189,13.5,58.0,13.5,1,0,0,0,1,1,0,0,0,Goldie Hawn,Susan Sarandon,Geoffrey Rush
Barbarians at the Gate,Barbarians The,1987,87,4000000,3.5,341,33.5,38.0,23.5,1,0,0,0,0,0,0,0,0,James Garner,Jonathan Pryce,Peter Riegert
Barbershop,Barbershop,2002,102,12000000,6.6,4943,13.5,48.0,33.5,1,0,0,0,1,1,0,0,0,Ice Cube,Anthony Anderson,Cedric the Entertainer
Barbershop 2 - Back in Business,Barbershop 2 Back in Business,2004,106,18000000,5.7,1580,13.5,68.0,13.5,1,0,0,0,1,0,0,0,0,Ice Cube,Cedric the Entertainer,Sean Patrick Thomas
Barcelona,Barcelona,1994,101,3200000,6.6,1570,13.5,38.0,53.5,1,0,0,0,1,1,0,1,0,Taylor Nichols,Christopher Eigeman,Tushka Bergen
Barney's Great Adventure: The Movie,Barneys Great Adventure,1998,76,15000000,2.9,249,54.5,18.0,23.5,1,0,0,0,0,0,0,0,0,George Hearn,Shirley Douglas,Trevor Morgan
Barton Fink,Barton Fink,1991,116,9000000,7.5,10223,13.5,28.0,53.5,1,0,0,0,0,1,0,0,0,John Turturro,John Goodman,Judy Davis
Basic,Basic,2003,98,50000000,6.2,8370,13.5,68.0,23.5,1,0,0,0,0,1,0,0,0,John Travolta,Connie Nielsen,Samuel L. Jackson
Basic Instinct,Basic Instinct,1992,128,49000000,6.7,19520,13.5,48.0,33.5,1,0,0,0,0,0,0,0,0,Michael Douglas,Sharon Stone,George Dzundza
Basil,Basil,1998,113,10000000,6.1,367,13.5,68.0,23.5,1,0,0,0,0,1,0,1,0,Jared Leto,Christian Slater,Claire Forlani
Basket Case 2,Basket Case 2,1990,90,2500000,3.9,310,33.5,38.0,13.5,1,0,0,0,1,0,0,0,0,Kevin Van Hentenryck,Annie Ross,Kathryn Meisle
The Dark Knight,Batman,1989,126,35000000,7.4,35927,13.5,48.0,53.5,1,0,1,0,0,0,0,0,0,Christian Bale,Heath Ledger,Aaron Eckhart
Batman & Robin,Batman  Robin,1997,125,110000000,3.6,28457,53.5,38.0,13.5,1,0,1,0,0,0,0,0,0,Arnold Schwarzenegger,George Clooney,Chris O'Donnell
Batman Forever,Batman Forever,1995,122,100000000,5.4,24025,13.5,68.0,13.5,1,0,1,0,0,0,0,1,0,Val Kilmer,Tommy Lee Jones,Jim Carrey
Batman Returns,Batman Returns,1992,126,80000000,6.5,23010,13.5,48.0,23.5,1,0,1,0,0,0,0,1,0,Michael Keaton,Danny DeVito,Michelle Pfeiffer
Battle Royale 3D,Batoru rowaiaru,2000,122,4500000,7.9,12138,13.5,28.0,73.5,1,0,1,0,0,1,0,0,0,Tatsuya Fujiwara,Aki Maeda,Taro Yamamoto
Battle Beyond the Stars,Battle Beyond the Stars,1980,104,2000000,4.9,1059,23.5,58.0,13.5,1,0,0,0,0,0,0,0,0,Richard Thomas,Robert Vaughn,George Peppard
The Battle of Shaker Heights,Battle of Shaker Heights The,2003,90,1000000,6,854,13.5,48.0,33.5,1,0,0,0,1,1,0,1,0,Shia LaBeouf,Elden Henson,Amy Smart
Be Cool,Be Cool,2005,118,53000000,5.5,4560,13.5,48.0,33.5,1,0,0,0,1,0,0,0,0,John Travolta,Uma Thurman,Vince Vaughn
Turtle Beach (The Killing Beach),Beach The,2000,119,50000000,5.8,15020,13.5,58.0,23.5,1,0,0,0,0,1,0,0,0,Joan Chen,Martin Jacobs,Victoria Longley
Bean,Bean,1997,90,22000000,5.4,9018,13.5,58.0,13.5,1,0,0,0,1,0,0,0,0,Rowan Atkinson,Peter MacNicol,Pamela Reed
Beastmaster 2: Through the Portal of Time,Beastmaster 2 Through the Portal of Time,1991,107,6000000,3.1,564,53.5,28.0,13.5,1,0,1,0,0,0,0,0,0,Marc Singer,Kari Wuhrer,Wings Hauser
Beat the Drum,Beat the Drum,2003,114,1500000,7,26,4.5,13.5,73.5,1,0,0,0,0,1,0,0,0,Junior Singo,Owen Sejake,Mary Twala
Beautiful,Beautiful,2000,112,9000000,5.3,991,13.5,48.0,13.5,1,0,0,0,1,1,0,0,0,Minnie Driver,Joey Lauren Adams,Hallie Kate Eisenberg
The Beautiful Country,Beautiful Country The,2004,137,6000000,6.9,115,23.5,28.0,63.5,1,0,0,0,0,1,0,0,0,Damien Nguyen,Nick Nolte,Tim Roth
A Beautiful Mind,Beautiful Mind A,2001,135,60000000,7.8,43291,13.5,28.0,63.5,1,0,0,0,0,1,0,0,0,Russell Crowe,Jennifer Connelly,Ed Harris
Beavis and Butt-Head Do America,Beavis and ButtHead Do America,1996,81,12000000,6.2,9491,13.5,58.0,33.5,1,0,0,1,1,0,0,0,0,Mike Judge,Cloris Leachman,Robert Stack
Because of Winn-Dixie,Because of WinnDixie,2005,106,14000000,5.9,483,23.5,28.0,53.5,1,0,0,0,1,1,0,0,0,Annasophia Robb,Jeff Daniels,Cicely Tyson
Bedazzled,Bedazzled,2000,93,48000000,5.9,11439,13.5,68.0,23.5,1,0,0,0,1,0,0,0,0,Brendan Fraser,Elizabeth Hurley,Frances O'Connor
Before Sunrise,Before Sunrise,1995,105,2500000,7.8,9618,13.5,28.0,83.5,1,0,0,0,0,1,0,1,0,Ethan Hawke,Julie Delpy,Albert Delpy
Before Sunset,Before Sunset,2004,80,10000000,8.3,8789,13.5,18.0,73.5,1,0,0,0,0,1,0,1,0,Ethan Hawke,Julie Delpy,Vernon Dobtcheff
Behind Enemy Lines,Behind Enemy Lines,2001,106,40000000,6.1,10856,13.5,68.0,23.5,1,0,1,0,0,1,0,0,0,Gene Hackman,Owen Wilson,Gabriel Macht
Being Human,Being Human,1993,122,30000000,4.8,966,23.5,58.0,13.5,1,0,0,0,1,1,0,0,0,Robin Williams,John Turturro,Anna Galiena
Being John Malkovich,Being John Malkovich,1999,113,13000000,7.9,55079,13.5,28.0,63.5,1,0,0,0,1,1,0,0,0,John Cusack,Cameron Diaz,Catherine Keener
Being Julia,Being Julia,2004,104,18000000,7.2,1671,13.5,48.0,53.5,1,0,0,0,1,1,0,0,0,Annette Bening,Jeremy Irons,Bruce Greenwood
Bela Donna,Bela Donna,1998,111,5500000,4.7,127,23.5,38.0,33.5,1,0,0,0,0,1,0,1,0,Natasha Henstridge,Eduardo Moscovis,Sophie Ward
Belly,Belly,1998,96,10000000,4.5,1034,23.5,48.0,33.5,1,0,0,0,0,1,0,0,0,Nas,DMX,Taral Hicks
Belly of the Beast,Belly of the Beast,2003,91,18000000,4.2,638,23.5,58.0,23.5,1,0,1,0,0,0,0,0,0,Steven Seagal,Patrick Robinson,Byron Mann
Beloved,Beloved,1998,172,53000000,5.6,1934,23.5,48.0,33.5,1,0,0,0,0,1,0,0,0,Oprah Winfrey,Danny Glover,Thandie Newton
Below the Belt,Below the Belt,2004,95,1500000,7.9,15,14.5,24.5,59.0,1,0,0,0,1,0,0,0,0,Regina Baff,Mildred Burke,John C. Becher
Best Laid Plans,Best Laid Plans,1999,92,7000000,6.3,1795,13.5,68.0,23.5,1,0,0,0,0,1,0,0,0,Alessandro Nivola,Father Terrance Sweeney,Rebecca Jane Klingler
Best in Show,Best in Show,2000,90,6000000,7.5,11790,13.5,38.0,63.5,1,0,0,0,1,0,0,0,0,Eugene Levy,Catherine O'Hara,Christopher Guest
Beverly Hills Cop,Beverly Hills Cop,1984,105,15000000,7.1,16360,13.5,58.0,33.5,1,0,1,0,1,0,0,0,0,Eddie Murphy,Judge Reinhold,Lisa Eilbacher
Beverly Hills Cop II,Beverly Hills Cop II,1987,100,20000000,5.8,10446,13.5,68.0,13.5,1,0,1,0,1,0,0,0,0,Eddie Murphy,Judge Reinhold,Jurgen Prochnow
Beverly Hills Cop III,Beverly Hills Cop III,1994,104,50000000,4.7,6519,23.5,68.0,13.5,1,0,1,0,1,0,0,0,0,Eddie Murphy,Judge Reinhold,Hector Elizondo
Beyond Borders,Beyond Borders,2003,127,35000000,5.4,1905,23.5,48.0,23.5,1,0,0,0,0,1,0,1,0,Angelina Jolie,Clive Owen,Teri Polo
Beyond Rangoon,Beyond Rangoon,1995,100,23000000,6.4,1285,13.5,48.0,33.5,1,0,0,0,0,1,0,0,0,Patricia Arquette,Frances McDormand,Spalding Gray
Beyond Re-Animator,Beyond ReAnimator,2003,96,3000000,6.1,908,13.5,58.0,23.5,1,0,0,0,1,0,0,0,0,Jeffrey Combs,Bruce Abbott,Jason Barry
Beyond the Sea,Beyond the Sea,2004,118,24000000,6.7,1051,13.5,38.0,63.5,1,0,0,0,0,1,0,0,0,Kevin Spacey,Kate Bosworth,John Goodman
Bicentennial Man,Bicentennial Man,1999,132,100000000,6.2,8925,13.5,48.0,33.5,1,0,0,0,0,1,0,1,0,Robin Williams,Sam Neill,Wendy Crewson
Big,Big,1988,104,18000000,7.2,18660,13.5,48.0,43.5,1,0,0,0,1,0,0,0,0,Tom Hanks,Elizabeth Perkins,John Heard
The Big Bounce,Big Bounce The,2004,88,50000000,4.7,2505,23.5,68.0,13.5,1,0,0,0,1,0,0,0,0,Owen Wilson,Morgan Freeman,Gary Sinise
The Big Brass Ring,Big Brass Ring The,1999,104,7000000,5.4,271,13.5,68.0,23.5,1,0,0,0,0,1,0,0,0,William Hurt,Nigel Hawthorne,Miranda Richardson
Big Bully,Big Bully,1996,90,15000000,4.2,781,33.5,48.0,13.5,1,0,0,0,1,1,0,0,0,Rick Moranis,Tom Arnold,Julianne Phillips
Big Daddy,Big Daddy,1999,93,34200000,5.9,18258,13.5,68.0,23.5,1,0,0,0,1,0,0,0,0,Adam Sandler,Joey Lauren Adams,Jon Stewart
Big Fat Liar,Big Fat Liar,2002,88,15000000,5.5,2453,13.5,58.0,23.5,1,0,0,0,1,0,0,0,0,Frankie Muniz,Paul Giamatti,Amanda Bynes
Big Fish,Big Fish,2003,125,70000000,8.1,31525,13.5,28.0,73.5,1,0,0,0,1,1,0,0,0,Ewan McGregor,Albert Finney,Billy Crudup
The Big Hit,Big Hit The,1998,91,13000000,5.7,6206,13.5,58.0,23.5,1,0,1,0,1,0,0,0,0,Mark Wahlberg,Lou Diamond Phillips,Christina Applegate
The Big Lebowski,Big Lebowski The,1998,117,15000000,8,50179,13.5,28.0,83.5,1,0,0,0,1,0,0,0,0,Jeff Bridges,John Goodman,Julianne Moore
Big Momma's House 2,Big Mommas House,2000,98,30000000,4.7,7509,23.5,58.0,13.5,1,0,0,0,1,0,0,0,0,Martin Lawrence,Nia Long,Emily Procter
The Big Picture,Big Picture The,1989,100,5000000,6.4,1124,13.5,58.0,23.5,1,0,0,0,1,1,0,1,0,Romain Duris,Marina Fois,Niels Arestrup
The Big Tease,Big Tease The,1999,86,4000000,6.1,670,13.5,58.0,33.5,1,0,0,0,1,0,0,0,0,Craig Ferguson,Frances Fisher,Chris Langham
Big Trouble,Big Trouble,2002,85,40000000,6.4,4088,13.5,48.0,23.5,1,0,0,0,1,0,0,0,0,Tim Allen,Rene Russo,Stanley Tucci
Big Trouble in Little China,Big Trouble in Little China,1986,99,25000000,6.7,10803,13.5,48.0,43.5,1,0,1,0,1,0,0,0,0,Kurt Russell,Kim Cattrall,Dennis Dun
Bill & Ted's Bogus Journey,Bill  Teds Bogus Journey,1991,93,20000000,5.6,8152,13.5,68.0,23.5,1,0,0,0,1,0,0,0,0,Keanu Reeves,Alex Winter,Bill Sadler
Bill & Ted's Excellent Adventure,Bill  Teds Excellent Adventure,1989,90,10000000,6.6,12277,13.5,48.0,33.5,1,0,0,0,1,0,0,0,0,Keanu Reeves,Alex Winter,George Carlin
Billy Elliot,Billy Elliot,2000,110,5000000,7.7,16725,13.5,28.0,63.5,1,0,0,0,0,1,0,0,0,Julie Walters,Jamie Bell,Gary Lewis
Bingo,Bingo,1991,89,10000000,4.1,374,33.5,48.0,13.5,1,0,0,0,1,0,0,0,0,Cindy Williams,David Rasche,Robert J. Steinmiller Jr.
Bird,Bird,1988,161,9000000,7.1,1243,13.5,48.0,53.5,1,0,0,0,0,1,0,0,0,Forest Whitaker,Diane Venora,Michael Zelniker
Birth,Birth,2004,100,20000000,6,2600,13.5,48.0,33.5,1,0,0,0,0,1,0,1,0,Nicole Kidman,Cameron Bright,Danny Huston
Birthday Girl,Birthday Girl,2001,93,13000000,6.1,5340,13.5,68.0,23.5,1,0,0,0,1,1,0,1,0,Nicole Kidman,Ben Chaplin,Vincent Cassel
The Black Cauldron,Black Cauldron The,1985,80,44000000,6.2,1895,13.5,58.0,33.5,1,0,0,1,0,0,0,0,0,Grant Bardsley,Susan Sheridan,Freddie Jones
Black Hawk Down,Black Hawk Down,2001,142,90000000,7.6,32530,13.5,28.0,53.5,1,0,1,0,0,1,0,0,0,Josh Hartnett,Ewan McGregor,Jason Isaacs
Black Knight,Black Knight,2001,95,50000000,4.1,3822,33.5,48.0,13.5,1,0,0,0,1,0,0,0,0,Martin Lawrence,Marsha Thomason,Tom Wilkinson
Black Rain,Black Rain,1989,125,14000000,6.3,5636,13.5,68.0,23.5,1,0,1,0,0,1,0,0,0,Michael Douglas,Andy Garcia,Ken Takakura
Black and White,Black and White,1999,98,10000000,5.2,1699,23.5,58.0,13.5,1,0,0,0,0,1,0,0,0,Scott Caan,Robert Downey Jr.,Stacy Edwards
Blacktop,Blacktop,2000,100,3500000,4.7,192,13.5,48.0,23.5,1,0,0,0,0,0,0,0,0,Lochlyn Munro,Meat Loaf,Kristin Davis
Blades of Glory,Blade,1998,110,45000000,6.8,24372,13.5,48.0,43.5,1,0,1,0,0,0,0,0,0,Will Ferrell,Jon Heder,Will Arnett
Blade II,Blade II,2002,108,55000000,6.6,17139,13.5,48.0,23.5,1,0,1,0,0,0,0,0,0,Wesley Snipes,Kris Kristofferson,Ron Perlman
Blade Runner,Blade Runner,1982,117,28000000,8.2,74749,13.5,28.0,73.5,1,0,1,0,0,1,0,0,0,Harrison Ford,Rutger Hauer,Sean Young
Blade: Trinity,Blade Trinity,2004,124,65000000,5.7,7439,13.5,48.0,33.5,1,0,1,0,0,0,0,0,0,Wesley Snipes,Kris Kristofferson,Jessica Biel
Blast from the Past,Blast from the Past,1999,112,35000000,6.4,9483,13.5,58.0,23.5,1,0,0,0,1,1,0,1,0,Brendan Fraser,Alicia Silverstone,Christopher Walken
Bless the Child,Bless the Child,2000,107,40000000,5,3814,13.5,58.0,13.5,1,0,0,0,0,0,0,0,0,Kim Basinger,Jimmy Smits,Holliston Coleman
Blind Horizon,Blind Horizon,2003,99,5100000,5.5,801,13.5,68.0,13.5,1,0,0,0,0,1,0,0,0,Val Kilmer,Neve Campbell,Sam Shepard
Blink,Blink,1994,106,11000000,6.1,1517,13.5,68.0,23.5,1,0,0,0,0,0,0,0,0,Madeleine Stowe,Aidan Quinn,Laurie Metcalf
The Blob,Blob The,1988,95,9000000,5.5,2484,13.5,68.0,23.5,1,0,0,0,0,0,0,0,0,Steve McQueen,Aneta Corsaut,Earl Rowe
Blood Work,Blood Work,2002,110,50000000,6.3,5965,13.5,68.0,23.5,1,0,0,0,0,1,0,0,0,Clint Eastwood,Jeff Daniels,Anjelica Huston
Blood and Wine,Blood and Wine,1996,101,26000000,6,2134,13.5,68.0,23.5,1,0,0,0,0,1,0,0,0,Jack Nicholson,Michael Caine,Judy Davis
Bloody Sunday,Bloody Sunday,2002,107,5000000,7.6,2388,13.5,28.0,63.5,1,0,0,0,0,1,0,0,0,James Nesbitt,Tim Pigott-Smith,Nicholas Farrell
Blow,Blow,2001,124,30000000,7.1,18670,13.5,48.0,53.5,1,0,0,0,0,1,0,0,0,Johnny Depp,Penelope Cruz,Franka Potente
Blow Out,Blow Out,1981,108,18000000,7,3563,13.5,48.0,33.5,1,0,0,0,0,0,0,0,0,John Travolta,Nancy Allen,John Lithgow
Blue Crush,Blue Crush,2002,104,30000000,5.7,4791,13.5,58.0,23.5,1,0,0,0,0,1,0,1,0,Kate Bosworth,Matthew Davis,Michelle Rodriguez
Blue Lagoon: The Awakening,Blue Lagoon The,1980,104,4500000,4.7,4324,13.5,58.0,13.5,1,0,0,0,0,1,0,1,0,Indiana Evans,Brenton Thwaites,Denise Richards
Blue Streak,Blue Streak,1999,93,36000000,5.8,7952,13.5,68.0,23.5,1,0,1,0,1,0,0,0,0,Martin Lawrence,Luke Wilson,Peter Greene
Blue Velvet,Blue Velvet,1986,120,6000000,7.7,18756,13.5,28.0,63.5,1,0,0,0,0,1,0,0,0,Kyle MacLachlan,Isabella Rossellini,Dennis Hopper
Blue in the Face,Blue in the Face,1995,83,2000000,6.4,2306,13.5,48.0,43.5,1,0,0,0,1,0,0,0,0,Harvey Keitel,Lou Reed,Roseanne
The Blues Brothers,Blues Brothers 2000,1998,123,28000000,4.5,5267,33.5,58.0,13.5,1,0,0,0,1,0,0,0,0,John Belushi,Dan Aykroyd,James Brown
The Blues Brothers,Blues Brothers The,1980,148,27000000,7.7,28964,13.5,28.0,63.5,1,0,1,0,1,0,0,0,0,John Belushi,Dan Aykroyd,James Brown
Boat Trip,Boat Trip,2002,97,20000000,4.5,2991,23.5,58.0,13.5,1,0,0,0,1,0,0,0,0,Cuba Gooding Jr.,Horatio Sanz,Roselyn Sanchez
Body Double,Body Double,1984,114,10000000,6.3,3543,13.5,58.0,23.5,1,0,0,0,0,1,0,0,0,Craig Wasson,Ty Randolph,Gregg Henry
Body Parts,Body Parts,1991,88,10000000,4.6,604,23.5,68.0,13.5,1,0,0,0,0,0,0,0,0,Jeff Fahey,Lindsay Duncan,Brad Dourif
Body of Evidence,Body of Evidence,1993,102,30000000,4.1,2625,43.5,48.0,13.5,1,0,0,0,0,0,0,1,0,Madonna,Willem Dafoe,Anne Archer
Body of Influence 2,Body of Influence 2,1996,87,1200000,3.4,44,43.5,28.0,13.5,1,0,0,0,0,0,0,0,0,Jodie Fisher,Daniel Anderson,Jonathan Goldstein
Bogus,Bogus,1996,110,32000000,5,1007,13.5,78.0,13.5,1,0,0,0,1,1,0,0,0,Whoopi Goldberg,Gerard Depardieu,Haley Joel Osment
Boiler Room,Boiler Room,2000,118,9000000,6.8,8586,13.5,48.0,33.5,1,0,0,0,0,1,0,0,0,Giovanni Ribisi,Vin Diesel,Nia Long
Bon Voyage,Bon voyage,2003,115,20000000,7.2,1061,13.5,48.0,53.5,1,0,0,0,1,1,0,0,0,Isabelle Adjani,Gerard Depardieu,Virginie Ledoyen
The Bone Collector,Bone Collector The,1999,118,48000000,6.2,17766,13.5,68.0,23.5,1,0,0,0,0,1,0,0,0,Denzel Washington,Angelina Jolie,Queen Latifah
The Bone Snatcher,Bone Snatcher The,2003,96,6000000,4.1,400,33.5,58.0,13.5,1,0,0,0,0,0,0,0,0,Scott Bairstow,Rachel Shelley,Warrick Grier
Bones,Bones,2001,96,16000000,4.2,1418,33.5,38.0,23.5,1,0,0,0,0,0,0,0,0,Snoop Dogg,Pam Grier,Michael T. Weiss
The Bonfire of the Vanities,Bonfire of the Vanities The,1990,125,47000000,5,4151,13.5,58.0,13.5,1,0,0,0,1,1,0,0,0,Tom Hanks,Bruce Willis,Melanie Griffith
Boogeyman,Boogeyman,2005,89,20000000,4.1,2055,43.5,38.0,23.5,1,0,0,0,0,1,0,0,0,Barry Watson,Emily Deschanel,Skye McCole Bartusiak
Boogie Nights,Boogie Nights,1997,156,15000000,7.6,27380,13.5,28.0,53.5,1,0,0,0,0,1,0,0,0,Mark Wahlberg,Burt Reynolds,Julianne Moore
Book of Mormon Movie - Volume 1: The Journey,Book of Mormon Movie Volume 1 The Journey The,2003,120,2000000,3.4,142,53.5,18.0,23.5,1,0,0,0,0,0,0,0,0,Noah Danby,Jacque Gray,Bryce Chamberlain
Book of Shadows - Blair Witch 2,Book of Shadows Blair Witch 2,2000,90,15000000,4.2,6532,33.5,48.0,13.5,1,0,0,0,0,0,0,0,0,Kim Director,Jeffrey Donovan,Erica Leerhsen
Boomerang,Boomerang,1992,118,42000000,5.1,3530,13.5,78.0,13.5,1,0,0,0,1,0,0,1,0,Eddie Murphy,Halle Berry,Robin Givens
Das Boot (The Boat),Boot Das,1981,216,14000000,8.5,28920,13.5,18.0,83.5,1,0,0,0,0,1,0,0,0,Jurgen Prochnow,Herbert Gronemeyer,Klaus Wennemann
Born on the Fourth of July,Born on the Fourth of July,1989,145,14000000,7,11480,13.5,48.0,43.5,1,0,0,0,0,1,0,0,0,Tom Cruise,Raymond J. Barry,Caroline Kava
The Secret World of Arrietty,Borrowers The,1997,89,29000000,5.6,1457,13.5,68.0,13.5,1,0,0,0,1,0,0,0,0,Bridgit Mendler,Amy Poehler,Will Arnett
Le Bossu (On Guard),Bossu Le,1997,128,30000000,7.1,668,13.5,48.0,53.5,1,0,0,0,0,1,0,0,0,Daniel Auteuil,Fabrice Luchini,Vincent Perez
Bottle Rocket,Bottle Rocket,1996,92,7000000,7.4,7286,13.5,28.0,63.5,1,0,0,0,1,0,0,1,0,Luke Wilson,Robert Musgrave,Owen Wilson
Bounce,Bounce,2000,106,35000000,5.8,5390,13.5,68.0,23.5,1,0,0,0,0,1,0,1,0,Ben Affleck,Gwyneth Paltrow,Joe Morton
Bound,Bound,1996,109,4500000,7.5,11911,13.5,28.0,53.5,1,0,0,0,0,0,0,1,0,Jennifer Tilly,Gina Gershon,Joe Pantoliano
"Blood In, Blood Out (Bound by Honor)",Bound by Honor,1993,190,35000000,7.4,2499,13.5,28.0,63.5,1,0,1,0,0,1,0,0,0,Damian Chapa,Jesse Borrego,Benjamin Bratt
The Bourne Identity,Bourne Identity The,2002,119,75000000,7.3,29871,13.5,48.0,53.5,1,0,1,0,0,1,0,0,0,Matt Damon,Franka Potente,Clive Owen
The Bourne Supremacy,Bourne Supremacy The,2004,108,75000000,7.3,19878,13.5,48.0,53.5,1,0,1,0,0,1,0,0,0,Matt Damon,Franka Potente,Brian Cox
Bowfinger,Bowfinger,1999,97,55000000,6.4,15000,13.5,58.0,23.5,1,0,0,0,1,0,0,0,0,Steve Martin,Eddie Murphy,Heather Graham
Bowling for Columbine,Bowling for Columbine,2002,120,4000000,8.5,36747,13.5,18.0,73.5,1,0,0,0,1,1,1,0,0,Michael Moore,Charlton Heston,Matt Stone
Boys Don't Cry,Boys Dont Cry,1999,118,2000000,7.6,14456,13.5,28.0,53.5,1,0,0,0,0,1,0,0,0,Hilary Swank,Chloe Sevigny,Peter Sarsgaard
The Boys Next Door,Boys Next Door The,1986,90,5000000,5.8,308,13.5,38.0,33.5,1,0,0,0,0,1,0,0,0,Maxwell Caulfield,Charlie Sheen,Christopher McDonald
Boys and Girls,Boys and Girls,2000,94,16000000,4.9,3483,23.5,58.0,13.5,1,0,0,0,1,1,0,1,0,Freddie Prinze Jr.,Claire Forlani,Jason Biggs
Boys on the Side,Boys on the Side,1995,115,21000000,6.1,2775,13.5,58.0,33.5,1,0,0,0,1,1,0,0,0,Whoopi Goldberg,Mary-Louise Parker,Drew Barrymore
