RT_title,cast1,cast2,cast3,length,budget,imdb_rating,imdb_votes,rlow,rmed,rhigh,Action,Animation,Comedy,Drama,Documentary,Romance,RT_aud_score,RT_crit_score,RT_year,num_month,num_day,num_year,num_gross,mpaa_kid,mpaa_adult,Holiday,DayOfWeek
Bedazzled,Brendan Fraser,Elizabeth Hurley,Frances O'Connor,93,48000000,5.9,11439,13.5,68.0,23.5,0,0,1,0,0,0,43,49,2000,10,20,2000,37879996,1,0,0,4
Before Sunrise,Ethan Hawke,Julie Delpy,Albert Delpy,105,2500000,7.8,9618,13.5,28.0,83.5,0,0,0,1,0,1,93,100,1995,1,27,1995,5274005,0,1,0,4
Before Sunset,Ethan Hawke,Julie Delpy,Vernon Dobtcheff,80,6000000,8.3,8789,13.5,18.0,73.5,0,0,0,1,0,1,92,95,2004,7,2,2004,5792822,0,1,1,4
Behind Enemy Lines,Gene Hackman,Owen Wilson,Gabriel Macht,106,40000000,6.1,10856,13.5,68.0,23.5,1,0,0,1,0,0,63,37,2001,11,30,2001,58855732,1,0,0,4
Being John Malkovich,John Cusack,Cameron Diaz,Catherine Keener,113,13000000,7.9,55079,13.5,28.0,63.5,0,0,1,1,0,0,87,93,1999,10,29,1999,22858926,0,1,0,4
Being Julia,Annette Bening,Jeremy Irons,Bruce Greenwood,104,18000000,7.2,1671,13.5,48.0,53.5,0,0,1,1,0,0,74,76,2004,10,15,2004,7739049,0,1,0,4
Beloved,Oprah Winfrey,Danny Glover,Thandie Newton,172,53000000,5.6,1934,23.5,48.0,33.5,0,0,0,1,0,0,72,78,1998,10,16,1998,22852487,0,1,0,4
Best in Show,Eugene Levy,Catherine O'Hara,Christopher Guest,90,6000000,7.5,11790,13.5,38.0,63.5,0,0,1,0,0,0,89,95,2000,9,27,2000,18621249,1,0,0,2
Beverly Hills Cop,Eddie Murphy,Judge Reinhold,Lisa Eilbacher,105,15000000,7.1,16360,13.5,58.0,33.5,1,0,1,0,0,0,81,83,1984,12,5,1984,234760478,0,1,0,2
Beverly Hills Cop II,Eddie Murphy,Judge Reinhold,Jurgen Prochnow,100,20000000,5.8,10446,13.5,68.0,13.5,1,0,1,0,0,0,58,46,1987,5,20,1987,153665036,0,1,0,2
Beverly Hills Cop III,Eddie Murphy,Judge Reinhold,Hector Elizondo,104,50000000,4.7,6519,23.5,68.0,13.5,1,0,1,0,0,0,36,10,1994,5,25,1994,42586861,0,1,0,2
Beyond Borders,Angelina Jolie,Clive Owen,Teri Polo,127,47500000,5.4,1905,23.5,48.0,23.5,0,0,0,1,0,1,73,14,2003,10,24,2003,4426297,0,1,0,4
Beyond the Sea,Kevin Spacey,Kate Bosworth,John Goodman,118,24000000,6.7,1051,13.5,38.0,63.5,0,0,0,1,0,0,65,42,2004,12,17,2004,6144806,1,0,0,4
Bicentennial Man,Robin Williams,Sam Neill,Wendy Crewson,132,95000000,6.2,8925,13.5,48.0,33.5,0,0,0,1,0,1,58,37,1999,12,17,1999,58220776,1,0,0,4
Big,Tom Hanks,Elizabeth Perkins,John Heard,104,18000000,7.2,18660,13.5,48.0,43.5,0,0,1,0,0,0,81,97,1988,6,3,1988,114968774,1,0,1,4
The Big Bounce,Owen Wilson,Morgan Freeman,Gary Sinise,88,50000000,4.7,2505,23.5,68.0,13.5,0,0,1,0,0,0,24,16,2004,1,30,2004,6471394,1,0,0,4
Big Daddy,Adam Sandler,Joey Lauren Adams,Jon Stewart,93,32100000,5.9,18258,13.5,68.0,23.5,0,0,1,0,0,0,75,40,1999,6,25,1999,163479795,1,0,0,4
Big Fat Liar,Frankie Muniz,Paul Giamatti,Amanda Bynes,88,15000000,5.5,2453,13.5,58.0,23.5,0,0,1,0,0,0,45,43,2002,2,8,2002,47811275,1,0,0,4
Big Fish,Ewan McGregor,Albert Finney,Billy Crudup,125,70000000,8.1,31525,13.5,28.0,73.5,0,0,1,1,0,0,90,77,2004,12,10,2003,66432867,1,0,0,2
The Big Hit,Mark Wahlberg,Lou Diamond Phillips,Christina Applegate,91,13000000,5.7,6206,13.5,58.0,23.5,1,0,1,0,0,0,59,41,1998,4,24,1998,27066941,0,1,0,4
The Big Lebowski,Jeff Bridges,John Goodman,Julianne Moore,117,15000000,8.0,50179,13.5,28.0,83.5,0,0,1,0,0,0,94,80,1998,3,6,1998,17498804,0,1,0,4
Big Momma's House,Martin Lawrence,Nia Long,Paul Giamatti,98,31500000,4.7,7509,23.5,58.0,13.5,0,0,1,0,0,0,57,30,2000,6,2,2000,117559438,1,0,0,4
The Big Tease,Craig Ferguson,Frances Fisher,Chris Langham,86,4000000,6.1,670,13.5,58.0,33.5,0,0,1,0,0,0,57,56,2000,1,28,2000,185577,0,1,0,4
Big Trouble,Tim Allen,Rene Russo,Stanley Tucci,85,42500000,6.4,4088,13.5,48.0,23.5,0,0,1,0,0,0,54,48,2002,4,5,2002,7262288,1,0,0,4
Bill & Ted's Bogus Journey,Keanu Reeves,Alex Winter,Bill Sadler,93,20000000,5.6,8152,13.5,68.0,23.5,0,0,1,0,0,0,56,57,1991,7,19,1991,37537675,1,0,0,4
Billy Elliot,Julie Walters,Jamie Bell,Gary Lewis,110,5000000,7.7,16725,13.5,28.0,63.5,0,0,0,1,0,0,89,85,2001,10,13,2000,21995263,0,1,0,4
Birth,Nicole Kidman,Cameron Bright,Danny Huston,100,20000000,6.0,2600,13.5,48.0,33.5,0,0,0,1,0,1,43,38,2004,10,29,2004,5005899,0,1,0,4
Birthday Girl,Nicole Kidman,Ben Chaplin,Vincent Cassel,93,13000000,6.1,5340,13.5,68.0,23.5,0,0,1,1,0,1,40,58,2001,2,1,2002,4919896,0,1,0,4
Black Knight,Martin Lawrence,Marsha Thomason,Tom Wilkinson,95,42500000,4.1,3822,33.5,48.0,13.5,0,0,1,0,0,0,34,14,2001,11,21,2001,33422806,1,0,1,2
Black Rain,Michael Douglas,Andy Garcia,Ken Takakura,125,22000000,6.3,5636,13.5,68.0,23.5,1,0,0,1,0,0,53,52,1989,9,22,1989,45892212,0,1,0,4
Black and White,Scott Caan,Robert Downey Jr.,Stacy Edwards,98,10000000,5.2,1699,23.5,58.0,13.5,0,0,0,1,0,0,31,39,1999,4,5,2000,5241315,0,1,0,2
Blade II,Wesley Snipes,Kris Kristofferson,Ron Perlman,108,54500000,6.6,17139,13.5,48.0,23.5,1,0,0,0,0,0,68,59,2002,3,22,2002,81676888,0,1,0,4
Blade Runner,Harrison Ford,Rutger Hauer,Sean Young,117,28000000,8.2,74749,13.5,28.0,73.5,1,0,0,1,0,0,91,91,1982,6,25,1982,32656328,0,1,0,4
Blade: Trinity,Wesley Snipes,Kris Kristofferson,Jessica Biel,124,65000000,5.7,7439,13.5,48.0,33.5,1,0,0,0,0,0,60,26,2004,12,8,2004,52397389,0,1,0,2
Blast from the Past,Brendan Fraser,Alicia Silverstone,Christopher Walken,112,35000000,6.4,9483,13.5,58.0,23.5,0,0,1,1,0,1,56,59,1999,2,12,1999,26613620,1,0,0,4
Bless the Child,Kim Basinger,Jimmy Smits,Holliston Coleman,107,40000000,5.0,3814,13.5,58.0,13.5,0,0,0,0,0,0,44,3,2000,8,11,2000,29374178,0,1,0,4
Blood Work,Clint Eastwood,Jeff Daniels,Anjelica Huston,110,50000000,6.3,5965,13.5,68.0,23.5,0,0,0,1,0,0,40,53,2002,8,9,2002,26199517,0,1,0,4
Blood and Wine,Jack Nicholson,Michael Caine,Judy Davis,101,26000000,6.0,2134,13.5,68.0,23.5,0,0,0,1,0,0,36,61,1997,2,21,1997,1083350,0,1,0,4
Blow,Johnny Depp,Penelope Cruz,Franka Potente,124,30000000,7.1,18670,13.5,48.0,53.5,0,0,0,1,0,0,87,55,2001,4,6,2001,52990775,0,1,0,4
Blow Out,John Travolta,Nancy Allen,John Lithgow,108,18000000,7.0,3563,13.5,48.0,33.5,0,0,0,0,0,0,81,90,1981,7,24,1981,13747234,0,1,0,4
Blue Crush,Kate Bosworth,Matthew Davis,Michelle Rodriguez,104,30000000,5.7,4791,13.5,58.0,23.5,0,0,0,1,0,1,59,61,2002,8,16,2002,40118420,1,0,0,4
Blue Streak,Martin Lawrence,Luke Wilson,Peter Greene,93,36000000,5.8,7952,13.5,68.0,23.5,1,0,1,0,0,0,65,36,1999,9,17,1999,68208190,1,0,0,4
The Blues Brothers,John Belushi,Dan Aykroyd,James Brown,148,27000000,7.7,28964,13.5,28.0,63.5,1,0,1,0,0,0,93,87,1980,6,20,1980,57229890,0,1,0,4
Boat Trip,Cuba Gooding Jr.,Horatio Sanz,Roselyn Sanchez,97,17500000,4.5,2991,23.5,58.0,13.5,0,0,1,0,0,0,36,7,2003,3,21,2003,8586376,0,1,0,4
Body Double,Craig Wasson,Ty Randolph,Gregg Henry,114,10000000,6.3,3543,13.5,58.0,23.5,0,0,0,1,0,0,63,79,1984,10,26,1984,8801940,0,1,0,4
Bogus,Whoopi Goldberg,Gerard Depardieu,Haley Joel Osment,110,32000000,5.0,1007,13.5,78.0,13.5,0,0,1,1,0,0,46,40,1996,9,6,1996,4357406,1,0,0,4
Boiler Room,Giovanni Ribisi,Vin Diesel,Nia Long,118,9000000,6.8,8586,13.5,48.0,33.5,0,0,0,1,0,0,79,67,2000,2,18,2000,16963963,0,1,0,4
Bon Voyage,Isabelle Adjani,Gerard Depardieu,Virginie Ledoyen,115,20000000,7.2,1061,13.5,48.0,53.5,0,0,1,1,0,0,75,76,2003,3,19,2004,2353728,1,0,0,4
The Bone Collector,Denzel Washington,Angelina Jolie,Queen Latifah,118,48000000,6.2,17766,13.5,68.0,23.5,0,0,0,1,0,0,64,28,1999,11,5,1999,66488090,0,1,0,4
Bones,Snoop Dogg,Pam Grier,Michael T. Weiss,96,13000000,4.2,1418,33.5,38.0,23.5,0,0,0,0,0,0,40,21,2001,10,24,2001,7316658,0,1,0,2
Boogie Nights,Mark Wahlberg,Burt Reynolds,Julianne Moore,156,15000000,7.6,27380,13.5,28.0,53.5,0,0,0,1,0,0,89,92,1997,10,10,1997,26410771,0,1,0,4
Book of Shadows - Blair Witch 2,Kim Director,Jeffrey Donovan,Erica Leerhsen,90,15000000,4.2,6532,33.5,48.0,13.5,0,0,0,0,0,0,17,13,2000,10,27,2000,26421314,0,1,0,4
Boomerang,Eddie Murphy,Halle Berry,Robin Givens,118,42000000,5.1,3530,13.5,78.0,13.5,0,0,1,0,0,1,60,38,1992,7,1,1992,70052444,0,1,0,2
Das Boot (The Boat),Jurgen Prochnow,Herbert Gronemeyer,Klaus Wennemann,216,13000000,8.5,28920,13.5,18.0,83.5,0,0,0,1,0,0,96,98,1981,2,10,1982,11487676,0,1,0,2
Born on the Fourth of July,Tom Cruise,Raymond J. Barry,Caroline Kava,145,14000000,7.0,11480,13.5,48.0,43.5,0,0,0,1,0,0,76,90,1989,12,20,1989,70001698,0,1,0,2
The Borrowers,John Goodman,Jim Broadbent,Mark Williams,89,29000000,5.6,1457,13.5,68.0,13.5,0,0,1,0,0,0,49,73,1998,2,13,1998,22619589,1,0,0,4
Bounce,Ben Affleck,Gwyneth Paltrow,Joe Morton,106,35000000,5.8,5390,13.5,68.0,23.5,0,0,0,1,0,1,33,52,2000,11,17,2000,36805288,1,0,0,4
Bound,Jennifer Tilly,Gina Gershon,Joe Pantoliano,109,4500000,7.5,11911,13.5,28.0,53.5,0,0,0,0,0,1,82,92,1996,10,4,1996,3802260,0,1,0,4
"Blood In, Blood Out (Bound by Honor)",Damian Chapa,Jesse Borrego,Benjamin Bratt,190,35000000,7.4,2499,13.5,28.0,63.5,1,0,0,1,0,0,94,55,1993,4,16,1993,4496583,0,1,0,4
The Bourne Identity,Matt Damon,Franka Potente,Clive Owen,119,67500000,7.3,29871,13.5,48.0,53.5,1,0,0,1,0,0,93,83,2002,6,14,2002,121468960,1,0,0,4
The Bourne Supremacy,Matt Damon,Franka Potente,Brian Cox,108,80000000,7.3,19878,13.5,48.0,53.5,1,0,0,1,0,0,90,81,2004,7,23,2004,176087450,1,0,0,4
Bowfinger,Steve Martin,Eddie Murphy,Heather Graham,97,55000000,6.4,15000,13.5,58.0,23.5,0,0,1,0,0,0,60,80,1999,8,13,1999,66458769,1,0,0,4
Bowling for Columbine,Michael Moore,Charlton Heston,Matt Stone,120,3500000,8.5,36747,13.5,18.0,73.5,0,0,1,1,1,0,83,96,2002,10,11,2002,21576018,0,1,0,4
Boys Don't Cry,Hilary Swank,Chloe Sevigny,Peter Sarsgaard,118,2000000,7.6,14456,13.5,28.0,53.5,0,0,0,1,0,0,87,88,1999,10,8,1999,11540607,0,1,0,4
Boys and Girls,Freddie Prinze Jr.,Claire Forlani,Jason Biggs,94,16000000,4.9,3483,23.5,58.0,13.5,0,0,1,1,0,1,52,11,2000,6,16,2000,21799652,1,0,0,4
Boyz n the Hood,Cuba Gooding Jr.,Morris Chestnut,Ice Cube,107,6250000,7.7,10319,13.5,28.0,63.5,0,0,0,1,0,0,93,96,1991,7,12,1991,56190094,0,1,0,4
Dead Alive (Braindead),Timothy Balme,Diana Penalver,Elizabeth Moody,97,3000000,7.5,11552,13.5,28.0,73.5,0,0,1,0,0,1,87,86,1992,2,12,1993,242623,0,1,0,4
Brainstorm,Christopher Walken,Natalie Wood,Louise Fletcher,106,15000000,6.2,1956,13.5,58.0,23.5,0,0,0,0,0,0,58,63,1983,9,30,1983,8921050,1,0,0,4
Braveheart,Mel Gibson,Sophie Marceau,Patrick McGoohan,177,62500000,8.3,92437,13.5,28.0,73.5,1,0,0,1,0,0,85,81,1995,5,24,1995,75545647,0,1,0,2
Breakdown,Kurt Russell,J.T. Walsh,Kathleen Quinlan,95,36000000,6.7,7099,13.5,48.0,33.5,1,0,0,0,0,0,66,80,1997,5,2,1997,50159144,0,1,0,4
Breakfast of Champions,Bruce Willis,Albert Finney,Nick Nolte,110,12000000,4.2,2250,33.5,38.0,13.5,0,0,1,0,0,0,31,26,1999,9,17,1999,178287,0,1,0,4
Bride of Chucky,Jennifer Tilly,Katherine Heigl,Nick Stabile,89,25000000,5.2,4449,13.5,48.0,23.5,0,0,1,0,0,0,46,44,1998,10,16,1998,32404188,0,1,0,4
The Bridges of Madison County,Clint Eastwood,Meryl Streep,Annie Corley,135,22000000,6.9,7633,13.5,38.0,53.5,0,0,0,1,0,1,88,89,1995,6,2,1995,71516617,1,0,0,4
Bridget Jones's Diary,Renee Zellweger,Colin Firth,Hugh Grant,97,25500000,7.0,24791,13.5,48.0,53.5,0,0,1,0,0,1,81,81,2001,4,13,2001,71500556,0,1,0,4
Bridget Jones - The Edge of Reason,Renee Zellweger,Hugh Grant,Colin Firth,108,60000000,5.7,6636,13.5,58.0,33.5,0,0,1,1,0,1,61,27,2004,11,12,2004,40203020,0,1,1,4
Brigham City,Richard Dutcher,Mathew Brown,Matthew A. Brown,119,1000000,7.1,405,13.5,28.0,63.5,0,0,0,1,0,0,84,71,2001,4,6,2001,852206,1,0,0,4
Bring It On,Kirsten Dunst,Eliza Dushku,Jesse Bradford,98,10000000,6.1,11784,13.5,58.0,23.5,0,0,1,0,0,0,66,64,2000,8,25,2000,68353550,1,0,0,4
Bringing Down The House,Steve Martin,Queen Latifah,Eugene Levy,105,27500000,5.6,6501,13.5,58.0,23.5,0,0,1,0,0,0,50,34,2003,3,7,2003,132675402,1,0,0,4
Bringing Out the Dead,Nicolas Cage,Patricia Arquette,John Goodman,121,32000000,6.7,13989,13.5,48.0,33.5,0,0,0,1,0,0,71,71,1999,10,22,1999,16640210,0,1,0,4
Broken Arrow,John Travolta,Christian Slater,Samantha Mathis,108,65000000,5.7,14415,13.5,68.0,23.5,1,0,0,0,0,0,45,53,1996,2,9,1996,70645997,0,1,0,4
Brother,Takeshi Kitano,Claude Maki,Omar Epps,114,12000000,7.1,4322,13.5,48.0,53.5,0,0,0,0,0,0,79,47,2000,7,20,2001,450594,0,1,0,4
The Brown Bunny,Vincent Gallo,Chloe Sevigny,Cheryl Tiegs,119,10000000,5.1,1045,33.5,18.0,33.5,0,0,0,1,0,0,46,43,2003,8,27,2004,366301,1,0,0,4
Brown Sugar,Taye Diggs,Sanaa Lathan,Mos Def,109,8000000,5.9,941,13.5,58.0,33.5,0,0,1,1,0,1,91,66,2002,10,11,2002,27362712,1,0,0,4
Bruce Almighty,Jim Carrey,Jennifer Aniston,Morgan Freeman,101,81000000,6.4,23905,13.5,68.0,23.5,0,0,1,0,0,1,57,48,2003,5,23,2003,242704995,1,0,0,4
Bubba Ho-Tep,Bruce Campbell,Ossie Davis,Ella Joyce,92,1000000,7.5,7142,13.5,28.0,63.5,0,0,1,0,0,0,79,79,2002,9,19,2003,1239183,0,1,0,4
Bubble Boy,Jake Gyllenhaal,Swoosie Kurtz,Marley Shelton,84,13000000,5.1,2904,13.5,48.0,33.5,0,0,1,1,0,1,49,29,2001,8,24,2001,5002310,1,0,0,4
Buffalo 66,Vincent Gallo,Christina Ricci,Ben Gazzara,110,1500000,7.2,6652,13.5,28.0,63.5,0,0,1,1,0,0,88,78,1998,6,26,1998,2380606,0,1,0,4
A Bug's Life,Dave Foley,Kevin Spacey,Julia Louis-Dreyfus,96,45000000,7.4,23184,13.5,48.0,53.5,0,1,1,0,0,0,71,92,1998,11,20,1998,162798565,1,0,0,4
Bulletproof Monk,Yun-Fat Chow,Seann William Scott,Jaime King,104,52000000,5.2,5405,13.5,68.0,13.5,1,0,1,0,0,0,38,23,2003,4,16,2003,23010607,1,0,0,2
Bulworth,Warren Beatty,Halle Berry,Don Cheadle,108,30000000,6.9,8277,13.5,48.0,53.5,0,0,1,1,0,1,68,75,1998,5,15,1998,26528684,0,1,0,4
But I'm A Cheerleader,Natasha Lyonne,Cathy Moriarty,Bud Cort,85,1200000,6.2,3897,13.5,38.0,33.5,0,0,1,1,0,1,75,34,1999,7,7,2000,2205627,0,1,0,4
The Butterfly Effect,Ashton Kutcher,Amy Smart,William Lee Scott,120,13000000,7.6,22975,13.5,28.0,63.5,0,0,0,1,0,0,81,33,2004,1,23,2004,57924679,0,1,0,4
C.H.U.D. (Chud),John Heard,Kim Greist,Daniel Stern,96,1250000,4.3,834,23.5,48.0,13.5,0,0,0,0,0,0,33,18,1984,8,31,1984,4700000,0,1,0,4
Cabin Fever,Jordan Ladd,James DeBello,Rider Strong,93,1500000,5.1,7776,23.5,48.0,13.5,0,0,0,0,0,0,44,63,2002,9,12,2003,21158188,0,1,0,4
The Cable Guy,Jim Carrey,Matthew Broderick,Leslie Mann,96,47000000,5.5,16266,13.5,48.0,23.5,0,0,1,1,0,0,51,54,1996,6,14,1996,60240295,1,0,0,4
Caddyshack,Chevy Chase,Rodney Dangerfield,Ted Knight,98,6000000,7.1,13453,13.5,38.0,53.5,0,0,1,0,0,0,88,76,1980,7,25,1980,39846344,0,1,0,4
Can't Hardly Wait,Jennifer Love Hewitt,Ethan Embry,Charlie Korsmo,101,10000000,6.2,8191,13.5,58.0,33.5,0,0,1,0,0,1,64,44,1998,6,12,1998,25358996,1,0,1,4
Village People - Can't Stop the Music,Ray Simpson,Valerie Perrine,Steve Guttenberg,118,20000000,3.4,512,53.5,18.0,23.5,0,0,1,0,0,0,39,8,1980,1,1,1980,2000000,1,0,1,1
Cape Fear,Robert De Niro,Nick Nolte,Jessica Lange,128,35000000,7.1,15585,13.5,48.0,43.5,0,0,0,1,0,0,77,76,1991,11,15,1991,79091969,0,1,0,4
Captain Corelli's Mandolin,Nicolas Cage,Penelope Cruz,John Hurt,131,57000000,5.9,5281,13.5,68.0,23.5,0,0,0,1,0,1,51,29,2001,8,17,2001,25528495,0,1,0,4
Casino,Robert De Niro,Sharon Stone,Joe Pesci,176,52000000,7.8,27234,13.5,28.0,63.5,0,0,0,1,0,0,93,80,1995,11,22,1995,42438300,0,1,1,2
Casper,Christina Ricci,Bill Pullman,Cathy Moriarty,100,55000000,5.6,8798,13.5,58.0,23.5,0,0,1,0,0,0,50,44,1995,5,26,1995,100328194,1,0,0,4
Cast Away,Tom Hanks,Helen Hunt,Chris Noth,143,87500000,7.3,34580,13.5,48.0,43.5,0,0,0,1,0,0,83,90,2000,12,22,2000,233632142,1,0,0,4
Cat People,Nastassja Kinski,Malcolm McDowell,John Heard,118,15250000,5.8,2862,13.5,68.0,23.5,0,0,0,1,0,0,46,63,1982,4,2,1982,7000000,0,1,0,4
Dr. Seuss - The Cat in the Hat,Mike Myers,Alec Baldwin,Kelly Preston,82,109000000,3.2,4997,63.5,18.0,13.5,0,0,1,0,0,0,30,10,2003,11,21,2003,101018283,1,0,0,4
Catch Me If You Can,Leonardo DiCaprio,Tom Hanks,Christopher Walken,141,52000000,7.6,39915,13.5,38.0,53.5,0,0,0,1,0,0,89,96,2002,12,25,2002,164606800,1,0,1,2
Catch That Kid,Kristen Stewart,Corbin Bleu,Jennifer Beals,91,18000000,4.5,598,23.5,48.0,23.5,1,0,1,0,0,0,48,12,2004,2,6,2004,16703799,1,0,0,4
Cats & Dogs,Jeff Goldblum,Elizabeth Perkins,Miriam Margolyes,87,60000000,5.4,6487,13.5,58.0,13.5,0,0,1,0,0,0,32,54,2001,7,4,2001,93375151,1,0,1,2
Cats Don't Dance,Scott Bakula,Jasmine Guy,Natalie Cole,75,32000000,6.4,366,13.5,38.0,53.5,0,1,1,0,0,0,80,69,1997,3,26,1997,3588602,1,0,0,2
Catwoman,Halle Berry,Benjamin Bratt,Sharon Stone,104,92500000,3.4,8815,43.5,18.0,23.5,1,0,0,0,0,0,18,9,2004,7,23,2004,40202379,1,0,0,4
Cecil B. Demented,Melanie Griffith,Stephen Dorff,Alicia Witt,87,10000000,6.0,3464,13.5,38.0,33.5,0,0,1,0,0,0,68,52,2000,8,11,2000,1276984,0,1,0,4
Celebrity,Kenneth Branagh,Judy Davis,Famke Janssen,113,12000000,6.1,4820,13.5,58.0,23.5,0,0,1,0,0,0,44,41,1998,11,20,1998,5078660,0,1,0,4
The Cell,Jennifer Lopez,Vince Vaughn,Vincent D'Onofrio,109,34000000,6.1,16118,13.5,58.0,23.5,0,0,0,0,0,0,57,45,2000,8,18,2000,61280963,0,1,0,4
Cellular,Kim Basinger,Chris Evans,Jason Statham,94,35000000,6.4,6182,13.5,48.0,23.5,1,0,0,0,0,0,60,55,2004,9,10,2004,32003620,1,0,0,4
Central Station (Central do Brasil),Fernanda Montenegro,Marilia Pera,Vinicius de Oliveira,108,2900000,7.9,8980,13.5,18.0,74.5,0,0,0,1,0,0,94,94,1998,11,20,1998,5969553,0,1,0,4
Chain Reaction,Keanu Reeves,Morgan Freeman,Rachel Weisz,106,55000000,5.1,5936,13.5,78.0,13.5,1,0,0,1,0,0,27,16,1996,8,2,1996,21226204,1,0,0,4
Chairman of the Board,Scott 'Carrot Top' Thompson,Courtney Thorne-Smith,Larry Miller,95,8500000,2.6,666,53.5,18.0,23.5,0,0,1,0,0,0,19,13,1998,3,13,1998,306715,1,0,0,4
Changing Lanes,Ben Affleck,Samuel L. Jackson,Toni Collette,99,45000000,6.6,12779,13.5,68.0,23.5,0,0,0,1,0,0,54,77,2002,4,12,2002,66790248,0,1,0,4
Chariots of Fire,Ben Cross,Ian Charleson,Nigel Havers,123,5500000,7.3,6666,13.5,38.0,63.5,0,0,0,1,0,0,82,85,1981,9,25,1981,57159946,1,0,0,4
Charlie's Angels,Cameron Diaz,Drew Barrymore,Lucy Liu,94,91000000,5.8,25705,13.5,58.0,23.5,1,0,1,0,0,0,45,67,2000,11,3,2000,125305545,1,0,0,4
Charlie's Angels - Full Throttle,Cameron Diaz,Drew Barrymore,Lucy Liu,107,120000000,5.0,13990,23.5,58.0,13.5,1,0,1,0,0,0,41,44,2003,6,27,2003,100814328,1,0,0,4
Chasing Liberty,Mandy Moore,Matthew Goode,Jeremy Piven,111,23000000,5.7,1911,13.5,58.0,33.5,0,0,1,0,0,1,61,19,2004,1,9,2004,12189514,1,0,0,4
Cheaper by the Dozen,Steve Martin,Bonnie Hunt,Piper Perabo,98,40000000,5.8,5977,13.5,58.0,33.5,0,0,1,1,0,0,57,23,2003,12,25,2003,138614544,1,0,1,3
Chicago,Catherine Zeta-Jones,Renee Zellweger,Richard Gere,113,37500000,7.5,34933,13.5,28.0,63.5,0,0,1,1,0,0,83,87,2002,12,27,2002,170687518,1,0,1,4
Chicken Run,Mel Gibson,Julia Sawalha,Miranda Richardson,84,42000000,7.4,25099,13.5,48.0,53.5,0,1,1,0,0,0,63,97,2000,6,21,2000,106793915,1,0,1,2
Child's Play,Catherine Hicks,Chris Sarandon,Alex Vincent,87,14000000,5.9,4250,13.5,68.0,23.5,0,0,0,0,0,0,62,69,1988,11,9,1988,33244684,0,1,1,2
Child's Play 2,Alex Vincent,Jenny Agutter,Gerrit Graham,84,13000000,4.5,2327,13.5,58.0,13.5,0,0,1,0,0,0,47,40,1990,11,9,1990,26904572,0,1,1,4
Chill Factor,Cuba Gooding Jr.,Skeet Ulrich,Peter Firth,101,34000000,5.0,2542,13.5,58.0,13.5,1,0,1,0,0,0,31,11,1999,9,1,1999,11263966,0,1,0,2
Christmas with the Kranks,Tim Allen,Jamie Lee Curtis,Dan Aykroyd,98,55000000,4.5,1520,33.5,48.0,23.5,0,0,1,0,0,0,37,5,2004,11,24,2004,73701902,1,0,1,2
The Chronicles of Riddick,Vin Diesel,Colm Feore,Thandie Newton,135,115000000,6.2,11438,13.5,48.0,33.5,1,0,0,0,0,0,66,29,2004,6,11,2004,57712751,1,0,1,4
The Chumscrubber,Jamie Bell,Camilla Belle,Justin Chatwin,102,6800000,4.5,80,23.5,9.0,73.5,0,0,0,1,0,0,76,35,2005,8,5,2005,49526,0,1,0,4
Cidade de Deus (City of God),Alexandre Rodrigues,Leandro Firmino da Hora,Matheus Nachtergaele,135,3300000,8.7,25964,13.5,18.0,83.5,0,0,0,1,0,0,97,90,2002,1,17,2003,7563397,0,1,0,4
A Cinderella Story,Hilary Duff,Jennifer Coolidge,Brenda Song,95,19500000,4.9,2755,23.5,28.0,33.5,0,0,1,0,0,1,53,11,2004,7,16,2004,51438175,1,0,0,4
City Hall,Al Pacino,John Cusack,Bridget Fonda,111,40000000,6.1,4381,13.5,68.0,23.5,0,0,0,1,0,0,39,54,1996,2,16,1996,20278055,0,1,0,4
City by the Sea,Robert De Niro,Frances McDormand,James Franco,108,50000000,6.3,4886,13.5,68.0,23.5,0,0,0,1,0,0,41,48,2002,9,6,2002,22433915,0,1,0,4
City of Angels,Nicolas Cage,Meg Ryan,Andre Braugher,114,55000000,6.2,15333,13.5,58.0,33.5,0,0,0,1,0,1,83,58,1998,4,10,1998,78750909,1,0,0,4
City of Ghosts,Matt Dillon,Natascha McElhone,Gerard Depardieu,116,17500000,5.6,877,13.5,58.0,23.5,0,0,0,0,0,0,47,47,2002,4,25,2003,325491,0,1,0,4
A Civil Action,John Travolta,Robert Duvall,Tony Shalhoub,112,60000000,6.4,6847,13.5,78.0,23.5,0,0,0,1,0,0,55,60,1998,12,25,1998,56709981,1,0,1,4
Clash of the Titans,Laurence Olivier,Harry Hamlin,Claire Bloom,118,70000000,6.3,3860,13.5,58.0,23.5,1,0,0,0,0,1,40,28,2010,4,1,2010,163214888,1,0,0,3
Clash of the Titans,Laurence Olivier,Harry Hamlin,Claire Bloom,118,15000000,6.3,3860,13.5,58.0,23.5,1,0,0,0,0,1,70,66,1981,6,12,1981,30000000,1,0,0,4
Class of 1984,Perry King,Timothy Van Patten,Merrie Lynn Ross,98,3775000,5.5,662,13.5,48.0,33.5,1,0,0,1,0,0,68,60,1981,8,20,1982,6965361,0,1,0,4
Clay Pigeons,Vince Vaughn,Janeane Garofalo,Joaquin Phoenix,104,8000000,6.4,2658,13.5,48.0,33.5,0,0,1,1,0,0,67,63,1998,9,25,1998,1793359,0,1,0,4
